Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km,Total cases_Lag_1Y,Total cases_Lag_2Y,Total deaths_Lag_1Y,Total deaths_Lag_2Y
2011,Aligarh,1512,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,730,1800,0,0
2012,Aligarh,1186,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,1512,730,0,0
2013,Aligarh,1050,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,1186,1512,0,0
2014,Aligarh,274,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,1050,1186,0,0
2015,Aligarh,647,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,274,1050,0,0
2016,Aligarh,887,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,647,274,0,0
2017,Aligarh,721,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,887,647,0,0
2018,Aligarh,529,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,721,887,0,0
2019,Aligarh,642,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,529,721,0,0
2020,Aligarh,787,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,642,529,0,0
2021,Aligarh,156,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,787,642,0,0
2022,Aligarh,192,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,156,787,0,0
2023,Aligarh,38,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,192,156,0,0
2024,Aligarh,48,0,143,1170,29,24,611371,3673889,1951996,1721893,3650,1007,351,60,11,0,0,46.86840022,6.009262788,422,0,11.4864657,0,53.13159978,1007,38,192,0,0
2014,Alirajpur,2257,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,1572,1352,0,0
2015,Alirajpur,3154,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,2257,1572,0,0
2016,Alirajpur,1602,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,3154,2257,0,0
2017,Alirajpur,704,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,1602,3154,0,0
2018,Alirajpur,167,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,704,1602,0,0
2019,Alirajpur,83,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,167,704,0,0
2020,Alirajpur,43,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,83,167,0,0
2021,Alirajpur,38,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,43,83,0,0
2022,Alirajpur,49,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,38,43,0,0
2023,Alirajpur,45,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,49,38,0,0
2024,Alirajpur,6,0,465,538,5,4,123800,728999,362542,366457,3182,229,152,15,5,0,1,50.26851889,5.888521809,172,1,23.5939967,0.137174399,49.73148111,229,45,49,0,0
2003,Alwar,623,1,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,1645,1902,4,0
2004,Alwar,2212,1,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,623,1645,1,4
2005,Alwar,2259,1,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2212,623,1,1
2006,Alwar,2833,2,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2259,2212,1,1
2007,Alwar,2941,4,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2833,2259,2,1
2008,Alwar,2443,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2941,2833,4,2
2009,Alwar,3823,9,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2443,2941,0,4
2010,Alwar,1327,2,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,3823,2443,9,0
2011,Alwar,947,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,1327,3823,2,9
2012,Alwar,1499,2,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,947,1327,0,2
2013,Alwar,2014,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,1499,947,2,0
2014,Alwar,2322,1,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2014,1499,0,2
2015,Alwar,882,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,2322,2014,1,0
2016,Alwar,559,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,882,2322,0,1
2017,Alwar,443,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,559,882,0,0
2018,Alwar,366,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,443,559,0,0
2019,Alwar,157,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,366,443,0,0
2020,Alwar,90,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,157,366,0,0
2021,Alwar,16,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,90,157,0,0
2022,Alwar,20,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,16,90,0,0
2023,Alwar,40,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,20,16,0,0
2024,Alwar,42,0,104,2021,33,16,639720,3674179,1939026,1735153,8380,438,576,70,24,0,1,47.22559788,5.743417433,670,1,18.23536632,0.027216965,52.77440212,438,40,20,0,0
2002,Ambala,47,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,56,29,0,0
2003,Ambala,76,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,47,56,0,0
2004,Ambala,142,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,76,47,0,0
2005,Ambala,293,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,142,76,0,0
2006,Ambala,293,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,293,142,0,0
2007,Ambala,49,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,293,293,0,0
2008,Ambala,54,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,49,293,0,0
2009,Ambala,55,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,54,49,0,0
2010,Ambala,139,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,55,54,0,0
2011,Ambala,280,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,139,55,0,0
2012,Ambala,461,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,280,139,0,0
2013,Ambala,485,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,461,280,0,0
2014,Ambala,83,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,485,461,0,0
2015,Ambala,112,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,83,485,0,0
2016,Ambala,81,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,112,83,0,0
2017,Ambala,35,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,81,112,0,0
2018,Ambala,5,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,35,81,0,0
2019,Ambala,7,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,5,35,0,0
2020,Ambala,0,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,7,5,0,0
2021,Ambala,0,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,0,7,0,0
2022,Ambala,0,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,0,0,0,0
2023,Ambala,1,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,0,0,0,0
2024,Ambala,1,0,70,461,9,15,224334,1128350,598703,529647,1574,717,103,17,4,2,1,46.93995657,5.029777029,124,3,10.98949794,0.26587495,53.06004343,717,1,0,0,0
2002,Amravati,888,1,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1590,1929,0,0
2003,Amravati,1424,5,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,888,1590,1,0
2004,Amravati,1396,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1424,888,5,1
2005,Amravati,1222,1,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1396,1424,0,5
2006,Amravati,1451,3,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1222,1396,1,0
2007,Amravati,1114,1,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1451,1222,3,1
2008,Amravati,916,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,1114,1451,1,3
2009,Amravati,549,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,916,1114,0,1
2010,Amravati,856,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,549,916,0,0
2011,Amravati,770,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,856,549,0,0
2012,Amravati,721,1,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,770,856,0,0
2013,Amravati,767,1,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,721,770,1,0
2014,Amravati,578,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,767,721,1,1
2015,Amravati,421,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,578,767,0,1
2016,Amravati,260,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,421,578,0,0
2017,Amravati,146,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,260,421,0,0
2018,Amravati,52,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,146,260,0,0
2019,Amravati,31,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,52,146,0,0
2020,Amravati,12,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,31,52,0,0
2021,Amravati,28,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,12,31,0,0
2022,Amravati,60,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,28,12,0,0
2023,Amravati,42,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,60,28,0,0
2024,Amravati,12,0,503,1637,360,12,647451,2888445,1480768,1407677,12210,237,333,56,9,4,1,48.73476905,4.461256528,398,5,13.77904028,0.173103521,51.26523095,237,42,60,0,0
2002,Amreli,2260,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,1441,746,0,0
2003,Amreli,3250,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,2260,1441,0,0
2004,Amreli,4088,2,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,3250,2260,0,0
2005,Amreli,4530,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,4088,3250,2,0
2006,Amreli,4078,1,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,4530,4088,0,2
2007,Amreli,2852,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,4078,4530,1,0
2008,Amreli,1874,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,2852,4078,0,1
2009,Amreli,2038,1,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,1874,2852,0,0
2010,Amreli,2032,1,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,2038,1874,1,0
2011,Amreli,2444,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,2032,2038,1,1
2012,Amreli,1797,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,2444,2032,0,1
2013,Amreli,1227,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,1797,2444,0,0
2014,Amreli,826,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,1227,1797,0,0
2015,Amreli,983,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,826,1227,0,0
2016,Amreli,921,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,983,826,0,0
2017,Amreli,901,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,921,983,0,0
2018,Amreli,518,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,901,921,0,0
2019,Amreli,236,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,518,901,0,0
2020,Amreli,33,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,236,518,0,0
2021,Amreli,322,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,33,236,0,0
2022,Amreli,330,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,322,33,0,0
2023,Amreli,127,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,330,322,0,0
2024,Amreli,2,0,480,614,2,10,294837,1514190,771049,743141,7397,205,247,37,14,2,1,49.07845119,5.135685141,298,3,19.68048924,0.198125731,50.92154881,205,127,330,0,0
2009,Anjaw,24,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,56,19,0,0
2010,Anjaw,26,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,24,56,0,0
2011,Anjaw,40,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,26,24,0,0
2012,Anjaw,50,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,40,26,0,0
2013,Anjaw,52,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,50,40,0,0
2014,Anjaw,65,1,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,52,50,0,0
2015,Anjaw,29,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,65,52,1,0
2016,Anjaw,12,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,29,65,0,1
2017,Anjaw,2,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,12,29,0,0
2018,Anjaw,0,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,2,12,0,0
2019,Anjaw,0,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,0,2,0,0
2020,Anjaw,1,0,260,278,27,1,4612,21167,11507,9660,6190,3,0,0,0,0,0,45.63707658,4.589549003,0,0,0,0,54.36292342,3,0,0,0,0
